mot	docs
jusqu'à	['67389', '67390', '67391', '67391', '67555', '67800', '67939', '67940', '67942', '68273', '68273', '68274', '68384', '68385', '68638', '68643', '68646', '68887', '69177', '69183', '69184', '69537', '69541', '69814', '70166', '70421', '70423', '70425', '70428', '70744', '70745', '70749', '70914', '71616', '71618', '71836', '71836', '71843', '72117', '72392', '72397', '72630', '72631', '72634', '72933', '72934', '73182', '73188', '73189', '73685', '73688', '73875', '74167', '74172', '74173', '75066', '75794', '76209']
présent,	['67389', '67390', '68273', '68389', '68390', '68391', '68886', '69177', '70423', '70744', '71618', '72114', '72397', '72629', '73188', '73190', '73688', '75794']
n'a	['67389', '67801', '68387', '68387', '68882', '68882', '69177', '70420', '70422', '70915', '71612', '72115', '72630', '72631', '72635', '72636', '72935', '73182', '74167', '74172', '74454', '74745', '74745', '74746', '74749', '75457', '76511']
réussir	['67389', '67794', '67937', '68283', '68383', '68639', '68882', '69177', '69178', '69179', '69819', '70166', '70167', '71359', '71621', '71836', '71842', '72396', '72397', '72397', '72932', '72933', '73185', '73432', '73683', '73684', '73684', '73880', '74168', '74450', '74745', '74745', '75065', '75065', '75794', '76511']
pourquoi	['67389', '67937', '69178', '71612', '72115', '72115', '72392', '72396', '72631', '73188', '73433', '73877', '74173', '74752', '76511']
l'hippocampe	['67389', '67389']
actif	['67389', '71360', '71360', '72118', '72629', '72634', '72634', '72634', '72634', '72634', '72634', '74746', '75065', '76514']
environnement	['67389', '67389', '67389', '67389', '67389', '67389', '67804', '68281', '68885', '70161', '70163', '70163', '70164', '70421', '70421', '70421', '70421', '70745', '70745', '70746', '72392', '72392', '72392', '72392', '72393', '72393', '73188', '73432', '73687', '73879', '75070', '75458', '75462', '75792', '76209', '76211', '76513', '76514']
majorité	['67389', '68387', '71621', '72117', '73875', '74752', '75462', '75795']
d'entre	['67389', '67555', '67794', '67798', '67801', '68274', '68279', '68643', '68882', '69185', '69813', '69816', '70161', '70163', '70420', '71361', '72117', '72117', '72395', '72395', '72636', '72935', '73436', '73685', '73685', '73875', '73882', '75459', '75466', '75795', '76209', '76213']
silencieux	['67389']
identique.	['67389']
Epsztein	['67389', '67389']
conduire	['67389', '67556', '67802', '67802', '67937', '68387', '68390', '68638', '68882', '68882', '69179', '69538', '69812', '69821', '70745', '70917', '71357', '71357', '71362', '71363', '71839', '71843', '72114', '72114', '72115', '72395', '72630', '72630', '72633', '72634', '72634', '73185', '73186', '73188', '73432', '73434', '73435', '73436', '73683', '73876', '73878', '74168', '74168', '74168', '74168', '74449', '74453', '74752', '75063', '75064', '75068', '75069', '75069', '75792', '75794', '76206', '76210', '76213', '76511', '76511', '76511', '76511', '76511']
vivo	['67389', '68277']
l'activité	['67389', '67800', '67800', '67942', '67942', '68388', '68885', '70161', '72116', '73688', '73688', '73688', '73879', '75459', '75459', '75460']
intracellulaire	['67389']
"cellules	['67389', '67389', '67389', '67389', '67389', '67389']
rat	['67389']
pendant	['67389', '67558', '67937', '67939', '68391', '68642', '69185', '69811', '70162', '71837', '71843', '73434', '74450', '75460', '76509']
explor	['67389', '71366', '71835']
espace	['67389', '68386', '68882', '69535', '69535', '69535', '69535', '69535', '71357', '71621', '72635', '72932', '73876', '73884', '74748', '74748', '75064', '75068']
environnant.	['67389']
très	['67389', '69181', '69181', '69181', '69812', '70914', '71617', '72633']
sensible,	['67389', '74171']
cellules,	['67389', '67802', '67802', '76511']
faire	['67389', '67391', '67553', '67553', '67555', '67804', '67937', '67939', '67942', '68279', '68383', '68886', '69540', '69813', '69816', '70161', '70162', '70165', '70422', '71358', '71358', '71358', '71617', '71843', '72113', '72394', '73182', '73436', '73687', '73875', '73876', '73878', '74173', '74175', '74176', '74449', '74454', '74745', '74747', '74749', '74752', '75070', '75457', '75788', '75790', '76209', '76209', '76509']
classiques,	['67389', '72938', '73879']
recevoir	['67389', '67389', '67801', '67937', '67939', '68387', '68888', '69185', '69821', '70169', '71358', '71837', '71837', '72396', '72636', '72932', '72932', '72932', '72933', '73182', '73186', '73437', '73878', '74450', '74746', '75063', '75065', '75065', '75065', '75065', '75790', '76208', '76509']
fondamentale	['67389']
neurones.	['67389', '73879']
technique,	['67389', '68391', '68884', '70917', '72936', '73689']
comparer	['67389', '67391', '68389', '68390', '71843', '72113', '72113', '72629', '72932', '72932', '73185', '73879', '73879', '75789']
précisément	['67389', '67794', '69540', '69816', '71361']
"silencieuses",	['67389']
apprendre	['67389', '67937', '67944', '68643', '68881', '70744', '71359', '72394', '72932', '73876', '75063', '76509']
s'y	['67389', '68274', '68274', '68387', '68387', '68638', '69178', '69817', '69821', '70162', '70166', '70421', '70421', '70915', '70919', '72396', '72396', '72396', '72932', '73430', '73688', '74167', '74746', '75064', '75461', '75793']
repérer.	['67389']
enregistrement	['67389']
effectué	['67389', '72629']
évidence,	['67389', '74172', '74744']
supposaient,	['67389']
davantage	['67389', '67553', '67554', '67795', '67797', '68279', '70161', '70161', '70420', '70420', '70422', '71357', '72392', '72394', '72631', '72933', '73184', '73685', '74169', '76206']
excitateur	['67389']
"celllules	['67389']
silencieuses"	['67389', '67389', '67389']
donné.	['67389', '67389']
Parallèlement,	['67389', '67555', '67795', '67795', '67801', '67940', '68274', '68384', '68387', '68638', '68643', '68885', '69181', '69533', '69534', '69536', '69537', '69539', '69541', '69819', '70161', '70162', '70422', '70425', '71614', '72114', '72394', '72398', '72629', '72630', '72935', '73182', '73186', '73437', '73691', '73880', '74168', '74454', '76206', '76508', '76510']
faciliter	['67389', '67558', '68275', '69814', '70744', '70746', '70918', '72630', '73184', '73187', '74748']
réponse	['67389', '67937', '67939', '67939', '68383', '68638', '68887', '69181', '69184', '69533', '69533', '69816', '72116', '72116', '72116', '72116', '72116', '72935', '73188', '73683', '73684', '73689', '75458', '76208', '76212', '76212', '76507']
stimulus	['67389', '68887', '68887', '68887']
plus	['67389', '68885', '69542', '69543', '69816', '69820', '70162', '70169', '70420', '71357', '71617', '71617', '71837', '71837', '71842', '71842', '72114', '72120', '72393', '72395', '73183', '73190', '73877', '74456', '74748', '75459', '75461', '76213']
surprenant,	['67389']
confronter	['67389', '68882', '68882', '70421', '71359', '72396', '72398', '72629', '73683', '74168']
expérience	['67389', '68388', '68643', '69178', '69813', '70748', '71614', '71845', '72392', '72394', '72629', '72629', '72932', '72937', '73185', '73185', '73185', '73432', '73683', '73684', '74746', '75063', '75789', '76508']
mémoriser.	['67389']
Epsetein	['67389']
penser	['67389', '67795', '67798', '68283', '68882', '68887', '69177', '69177', '69821', '70161', '70161', '70161', '72394', '73684', '74167', '74167', '74455', '74744', '76213']
prédisposer	['67389']
cartographier	['67389', '71618', '73880', '73880']
exploré.	['67389']
cerveau,	['67389', '67801', '73184', '73189']
complexe	['67389', '67556', '67556', '67802', '68283', '69533', '70161', '72937', '73187', '73877', '73878', '74451', '74452', '75067', '75458', '75789', '75792', '76210', '76213']
plastique,	['67389', '73687']
réorganise	['67389']
chaque	['67389', '67553', '67554', '67555', '67794', '67794', '67798', '67801', '67803', '67937', '68273', '68276', '68276', '68383', '68387', '68387', '68389', '68392', '68644', '68646', '68881', '68881', '68885', '68885', '68889', '69178', '69182', '69182', '69182', '69182', '69183', '69185', '69536', '69540', '69815', '69815', '70165', '70421', '70423', '70914', '70915', '70916', '70920', '70923', '70923', '71358', '71358', '71362', '71362', '71362', '71618', '72400', '72630', '72932', '73187', '73430', '73430', '73434', '73435', '73437', '73438', '73684', '73684', '73689', '73877', '73881', '74173', '74452', '74454', '74747', '74748', '74748', '74752', '75064', '75064', '75457', '75457', '75458', '76511', '76512']
instant	['67389', '67389', '70422', '71842', '72394']
sollicitation	['67389', '68639', '72394']
reçoit.	['67389']
"Nos	['67389', '68881', '73875']
s'appliquent	['67389']
l'étude	['67389', '67556', '67937', '67939', '67939', '68277', '68277', '68638', '69181', '69186', '69537', '70745', '72115', '72115', '72115', '72117', '72633', '73186', '73186', '73431', '73683', '73686', '75064', '75065']
animal	['67389', '68384', '68384', '68384', '69538', '69538', '71357', '71357', '72115', '72116', '76511', '76511', '76515']
donné",	['67389']
fort	['67389', '67796', '67938', '67939', '67945', '68283', '68638', '68638', '69177', '69181', '69182', '69186', '69535', '69535', '69811', '69813', '69816', '69821', '70163', '70421', '70421', '71357', '71357', '71357', '71357', '71358', '71614', '71617', '71617', '72400', '72400', '72933', '72934', '72936', '72937', '73430', '73430', '73683', '73685', '73691', '74176', '74451', '74457', '74750', '74752', '75067', '75461', '75466', '75788', '75795', '76208', '76209', '76213', '76508', '76511']
qu'à	['67389', '67796', '67937', '67939', '68273', '68281', '68385', '68643', '68882', '69540', '69541', '69812', '71614', '71841', '72393', '72394', '72399', '73190', '73433', '73876', '74455', '74744', '75071', '75794', '76508']
appréhender	['67389', '67939', '68639', '72940', '73182', '76209']
différent,	['67389']
devenir	['67389', '67556', '68274', '68274', '68383', '68387', '68638', '68642', '68882', '68883', '69183', '69535', '69535', '69820', '70161', '70161', '70166', '70429', '70746', '70922', '71357', '71358', '71614', '71621', '71835', '71840', '71841', '72113', '72114', '72394', '72394', '72630', '72633', '72934', '73182', '73430', '73432', '73683', '73685', '73687', '73688', '73881', '74167', '74168', '74169', '74173', '74449', '74449', '74456', '74744', '75068', '75466', '75795', '76213', '76509', '76510', '76513', '76514']
lieu",	['67389']
suite	['67389', '67556', '67804', '67937', '67937', '67937', '68274', '68279', '68389', '68389', '68640', '68887', '69179', '69815', '70162', '70166', '71621', '71836', '71837', '71840', '72113', '72113', '72117', '72117', '72393', '73182', '73434', '73876', '74454', '75065']
modification	['67389', '67390', '67390', '67390', '67938', '67942', '67942', '69184', '69811', '72116', '72933', '73430', '75463', '75793']
intrinsèques.	['67389']
peptide	['67390', '67390', '67390', '67937', '67937', '72115', '73878', '73878', '73878', '73878']
diamètre	['67390', '67390', '67390', '67390', '67390', '67390', '69179', '69179', '70163', '72119', '72397', '75789']
parfaitement	['67390', '67558', '67802', '68383', '69177', '70161', '70420', '70421', '71842', '72932', '73184', '73436', '73877', '74168', '74172', '74449', '74450', '74455', '75063', '76507', '76511']
contrôlé	['67390']
contrôler	['67390', '67558', '67800', '67800', '68273', '68273', '68273', '68273', '68273', '68390', '68390', '68885', '69178', '69178', '69182', '70420', '70423', '72115', '72635', '72635', '73187', '73435', '75459', '75794', '75794', '76210', '76516', '76516']
nano-objets	['67390']
nanotechnologie	['67390', '69540', '72635', '74747', '74747']
importance	['67390', '67391']
capitale.	['67390']
module	['67390', '67554', '68273', '68273', '68273', '70162', '70162', '71618', '72114', '72114', '72114', '74451']
matériaux.	['67390', '68639', '68886']
tentative	['67390']
architecture	['67390', '67558', '72635', '72934', '73879', '75066']
brique	['67390', '67390', '67554', '72635', '75063', '75792', '76210', '76508', '76508']
unitaire	['67390', '71836']
solder	['67390']
échecs.	['67390']
CEA-iBiTec-S	['67390']
(Institut	['67390', '67799', '67940', '68275', '68646', '68886', '71620', '71840', '72393', '72933']
biologie	['67390', '67556', '69539', '69812', '71620', '71620', '71620', '71620', '71837', '71837', '72115', '72397', '72631', '73183', '74452', '74452', '75067', '75790']
Saclay),	['67390', '68886']
d'Ipsen	['67390']
petit	['67390', '67555', '67555', '67558', '67794', '67800', '67800', '67801', '68274', '68283', '68388', '68391', '68881', '68881', '68887', '68887', '69177', '69179', '69179', '69182', '69540', '69540', '69540', '69812', '69812', '69812', '70165', '70166', '70169', '70420', '70421', '70423', '70423', '70425', '71614', '71614', '71614', '71614', '71837', '71840', '71843', '72119', '72395', '72629', '72629', '72630', '72633', '72634', '72634', '72932', '73433', '73434', '73683', '73683', '73685', '73689', '74450', '74450', '74450', '74450', '74455', '74455', '74457', '74749', '75070', '75792', '75792', '76206', '76208', '76507', '76507', '76511']
molécule,	['67390', '67558']
Lanréotide,	['67390', '67390']
octapeptid	['67390']
cyclique,	['67390']
peptid	['67390', '67390', '67390', '73184']
8	['67390', '67391', '67557', '68276', '68383', '68383', '68383', '68383', '68887', '69177', '69181', '69534', '69540', '69541', '69541', '69541', '70164', '70164', '70168', '70749', '71612', '71837', '72932', '73183', '73436', '74175', '74450', '74450', '75071', '75071', '75789', '75796', '76510']
acide	['67390', '67390', '67390', '67390', '68387', '72116', '72630']
aminé	['67390', '67390']
lier	['67390', '67555', '67556', '67556', '67556', '67942', '68387', '68392', '68645', '68646', '69534', '69812', '69812', '69815', '70429', '70429', '70915', '71360', '72120', '72935', '73687', '73881', '74173', '74453', '74456', '74746', '74750', '74750', '75067', '75793', '75793', '76206']
successivemer	['67390', '68276', '68641', '73183']
former	['67390', '67558', '67795', '67796', '68276', '68390', '69177', '70161', '70161', '70165', '70423', '70426', '70746', '71358', '71358', '71362', '72936', '73431', '73876', '73882', '74450', '74752', '75064', '76511', '76513']
anneau.	['67390']
Analogue	['67390']
l'hormone	['67390']
Somatostatine,	['67390']
classiquement	['67390', '70743']
médicament,	['67390']
posséder	['67390', '68392', '69186', '69815', '70425', '72115', '72393', '72629', '72932', '73687', '73875', '73879', '75067', '75462', '76211', '76213']
